country,date,name,price,weight
nic,2/24/2022,aceituna goya rellena manzanilla,69,0.05
nic,2/24/2022,mini gelatina  siete de frutas,35,0.31
nic,2/24/2022,harina espiga dorada todo uso ,67,2.27
nic,2/24/2022,melocoton richly almibar mitades lata ,189,0.82
nic,2/24/2022,cereal quinoa goya organica ,302,0.34
nic,2/24/2022,tronaditos el chinito picantes,18,0.07
nic,2/24/2022,gelatina siete nieve liquid frut,60,0.9
nic,2/24/2022,pancakes mix farah eslaquit ,370,0.5
nic,2/24/2022,spaghetti alessi organic ,147,0.45
nic,2/24/2022,frijol sabemas rojo ,121,1.82
nic,2/24/2022,azucar golden brown morena ,74,2.0
nic,2/24/2022,azucar mote rosa sulfitada ,60,2.0
nic,2/24/2022,arroz el faisan  ,99,2.0
nic,2/24/2022,galleta nabisco oreo regular ,85,0.43
nic,2/24/2022,maggi sopa de pollo con fideos sobre g,12,0.06
nic,2/24/2022,sal sol refinada yodada bolsa ,16,0.5
nic,2/24/2022,pinolillo sasa bolsa,30,0.4
nic,2/24/2022,,17,
nic,2/24/2022,harina de maiz maseca bolsa ,100,2.27
nic,2/24/2022,sal atlantidauesa molida y seca,8,0.45
nic,2/24/2022,galleta club social integral ,41,0.23
nic,2/24/2022,naturas salsa tomate ketchup dp,38,0.38
nic,2/24/2022,harina para pancake auntjemima orig g,56,0.4
nic,2/24/2022,mascarill nevada aclarador sea mud,124,0.12
nic,2/24/2022,jabón de tocador palmolive naturals delicada exfoliación jazmín y cacao  g  pack,25,0.1
nic,2/24/2022,crema corporal equate mens,50,0.72
nic,2/24/2022,alcohol germi fin antibacterial spray ,87,0.14
nic,2/24/2022,tinte igora vital  rubi,188,0.05
nic,2/24/2022,tinte igora vital   castaño,195,0.05
nic,2/24/2022, pack jabón de tocador antibacterial protex avena  g,118,0.11
nic,2/24/2022,jabon de tocador dk surtido,74,0.4
nic,2/24/2022,pasta dental colgate max white complete clean  ,86,0.16
nic,2/24/2022,desodorante rexona barra men v,59,0.05
nic,2/24/2022, pack crema dental crest scope frescura de menta ,115,0.31
nic,2/24/2022, pack jabón de tocador antibacterial protex limpieza profunda  g,118,0.11
nic,2/24/2022,jabón de tocador antibacterial protex avena  g  pack,63,0.11
nic,2/24/2022, pack jabón de tocador antibacterial protex fresh  g,63,0.11
nic,2/24/2022, pack jabón de tocador antibacterial protex mix   g,118,0.11
nic,2/24/2022,jabon equa tocador ultra fresh pk,47,0.11
nic,2/24/2022,jabon liquid equate antibacterial,190,3.78
nic,2/24/2022,toallas femeninas,45,
nic,2/24/2022,jabón de tocador palmolive naturals sensación humectante oliva y aloe  g  pack,94,0.1
nic,2/24/2022,enjuague equate bucal blue mint ,130,1.5
nic,2/24/2022,jabon liq olimpo antibacterial ,85,1.0
nic,2/24/2022,jabon equate antibacterial surt p,47,0.44
nic,2/24/2022,advil  mg   tabletas,79,
nic,2/24/2022,alcohol clænico santi,145,1.75
nic,2/24/2022,suero electrolit naranja mandarina,98,0.62
nic,2/24/2022,complemento alimenticio ensure advance vanilla ,1,0.85
nic,2/24/2022,vitamina c cebion mandarina sobre  tabletas,68,
nic,2/24/2022,ungüento zepol adulto g,49,0.03
nic,2/24/2022,durex placer prolongado preservativo x ,92,
nic,2/24/2022,complemento alimenticio ensure ng vanilla ,478,0.4
nic,2/24/2022,complemento alimenticio glucerna vanilla rpb ml,117,0.24
nic,2/24/2022,torunda medimart jumbo  piezas,37,
nic,2/24/2022,dorival liquid gel   tabletas,88,
nic,2/24/2022,fungil pie de atleta talco,82,0.12
nic,2/24/2022,condón durex climax mutuo x   unidades,98,
nic,2/24/2022,preservativo durex confort caja  un,83,
nic,2/24/2022,suero electrolit rehidratante uva ,98,0.62
nic,2/24/2022,crema ceguel clomazol,37,0.04
nic,2/24/2022,moods allni,16,
nic,2/24/2022,roland martin alcohol  % ,486,3.78
nic,2/24/2022,durex maximo placer  condones,83,
nic,2/24/2022,aleve extra fuerte   tabletas,89,
nic,2/24/2022,vive condon original  uds,29,
nic,2/24/2022, pack almohada jumbo hotel blanca,200,
nic,2/24/2022,caja organizadora  lts homepro dmb,385,
nic,2/24/2022,hervidor  cm mainstays,170,
nic,2/24/2022,lapicero stabilo hi flux punta fina blister  unidades,55,
nic,2/24/2022,cross set  recipientes sistema redondos,230,
nic,2/24/2022,"escritorio, mainstays vik, con librera,  x . x , edb ",4,
nic,2/24/2022,ms cuadro decorativo hojas sol,150,
nic,2/24/2022,pavera ovalada brilo,55,
nic,2/24/2022,lapiz adhesivo pritt charolagr,30,0.02
nic,2/24/2022,lapiz deafito bic evolution surtido caja  unidades,70,
nic,2/24/2022,crayon crayola estandar  unidades,70,
nic,2/24/2022,lampara home trends mesa delux acabado negro dorado,1,
nic,2/24/2022,alfombra de baño chenille,169,
nic,2/24/2022,edredón bhg  piezas queen rosado verde,2,
nic,2/24/2022,cuaderno estilo cosidoande rayado femenino xcm,40,
nic,2/24/2022,salero vidrio ekco med.,40,
nic,2/24/2022,organizador mainstays con cajones,165,
nic,2/24/2022,cortina de sala ojetes estampada,399,
nic,2/24/2022,vajilla mainstays blanca embosada   piezas,700,
nic,2/24/2022,mesa mainstays plastica plegable color madera  cm,2,
nic,2/24/2022,set de  lámparas bhg  de piso y  de mesa,3,
nic,2/24/2022,mainstays set sabanas rosado individual,459,
nic,2/24/2022,arroz faisan ,457,11.34
nic,2/24/2022,waffer gama galleta gama,47,0.24
nic,2/24/2022,aceiteeat value canola ,398,3.5
nic,2/24/2022,aceite clover de soya ,287,3.0
nic,2/24/2022,arroz tio pelonano entero  ,74,2.0
nic,2/24/2022,avena sabemas en hojuelas ,59,1.0
nic,2/24/2022,aceite mazola natural blend ,67,0.8
nic,2/24/2022,pasta roma lengua ,17,0.2
nic,2/24/2022,pasta naturas de tomate tradicional ,37,0.21
nic,2/24/2022,arroz carolinaano entero,87,2.0
nic,2/24/2022,maizeat value lata  .oz ,38,0.25
nic,2/24/2022,galleta de maiz sanissimo salmas ,61,0.14
nic,2/24/2022,frijol suli rojo ,89,1.82
nic,2/24/2022,pinolillo sabemas ,23,0.4
nic,2/24/2022,pasta sabemas spaguetti,13,0.2
nic,2/24/2022,galleta nabisco chips ahoy ,94,0.34
nic,2/24/2022,shampoo savile con sabila y aguacate ,107,0.55
nic,2/24/2022,shampoo dove reconstrucc complet,246,1.15
nic,2/24/2022,protector kotex diario largo   unidades,108,
nic,2/24/2022,desodorante dove barra dama dermo aclarado ,74,0.05
nic,2/24/2022,pasta dental colgate doble frescura  ,36,0.08
nic,2/24/2022,cepillo oral b  beneficios compact,138,
nic,2/24/2022,pasta dental colgate smiles minions + años ,81,0.08
nic,2/24/2022,hilo dental colgate total menta y flúor  mts,83,
nic,2/24/2022,toalla sanitaria saba nocturna sin alas   unidades,52,
nic,2/24/2022,toallas femeninas kotex nocturna sin alas  unidades,43,
nic,2/24/2022,toalla saba nocturna ultradelgada ea,56,
nic,2/24/2022,hilo dental colgate total  mts,80,
nic,2/24/2022,jabón líquido para manos lysol daily care doypack ,90,0.22
nic,2/24/2022,complemento pediasure sabor fresa,495,0.4
nic,2/24/2022,complemento alimenticio ensure ng fresa ,1,0.85
nic,2/24/2022,jalea ciruelax laxante,190,0.3
nic,2/24/2022,electrolit adulto lima limon,104,0.62
nic,2/24/2022,nebulizador buho rosado,1,
nic,2/24/2022,pañal plenitud active plus p/m   unidades,376,
nic,2/24/2022,algodón plisado zuum  g,31,0.05
nic,2/24/2022,complemento ensure sabor vainilla polvo ,1,0.85
nic,2/24/2022,peptobismol suspensión sabor original ,244,0.47
nic,2/24/2022,venditas medimart adhesivas caja   unidades,25,
nic,2/24/2022,organizador para ba§o  estantes ,549,
nic,2/24/2022,lampara mainstays solar led redonda exterior,129,
nic,2/24/2022,basurero better homes cromado pallet   lt,650,
nic,2/24/2022,caja organizadora smart box   litros,425,
nic,2/24/2022,set pcs cuchara d mesa tramontina,310,
nic,2/24/2022,vajilla mainstays color azul   piezas,700,
nic,2/24/2022,gavetero organizate guateplast # beige ,1,
nic,2/24/2022,incienso  pieza dragon blood mainstays,35,
nic,2/24/2022,megaplast maceta plastica violeta no.,15,
nic,2/24/2022,tabla maintays para picar bambu  unidades,125,
nic,2/24/2022,almacenador mainstays  anaqueles malla,799,
nic,2/24/2022,juego de cubiertos  piezas tramontina,99,
nic,2/24/2022,vela aromatica .oz will jasmine gh,59,
nic,2/24/2022,corrector de lápiz stbilo punta metal,35,
nic,2/24/2022,toalla multi funcion cmxcm,24,
nic,2/24/2022,caja org click l nav,195,
nic,2/24/2022,tijeras goodcook,275,
nic,2/24/2022,bateria alcalina rayovac d blister   unidades,250,
nic,2/24/2022,avena quaker nutremas mosh ,77,0.9
nic,2/24/2022,azucar san antonio refinada ,74,2.0
nic,2/24/2022,frijol sabemasanel rojo  ,22,0.45
nic,2/24/2022,ketchup kern's botella plastico ,45,0.38
nic,2/24/2022,avena quaker integral ,33,0.3
nic,2/24/2022,maggi cubito de pollo sazonador  unidades de g,24,0.0
nic,2/24/2022,aceituna rellenas c/ piemiento manz g,50,0.2
nic,2/24/2022,arroz suli aanel  ,16,0.45
nic,2/24/2022,harina maseca de maiz  .gr,42,0.02
nic,2/24/2022,pasta roma plumas ,21,0.2
nic,2/24/2022,salsa lizano de vegetales criolla ,55,0.28
nic,2/24/2022,sal atlantida fina molida y seca ,8,0.45
nic,2/24/2022,galleta oreo golden ,85,0.43
nic,2/24/2022,aceiteeat value oliva extra virgen ,162,0.75
nic,2/24/2022,mostaza hellmanns doy pack ,23,0.2
nic,2/24/2022,pasta dental colgate natural extracts detox coco y jengibre ,80,0.09
nic,2/24/2022,pasta dental colgate kids tandy ,45,0.04
nic,2/24/2022,shampoo sedal antinudos,189,0.84
nic,2/24/2022,spray antibact solenti bionatural ,135,0.18
nic,2/24/2022,shampoo head & shoulders limpieza renovadora control caspa ,354,1.0
nic,2/24/2022,jabón asepxia barra carbon,119,0.1
nic,2/24/2022, pack desodorante rexona sti ap v  y ,110,0.05
nic,2/24/2022,jabón equate líquido para manos milk & honey  .lt,28,
nic,2/24/2022,toalla normal esencial con ala kotex u,22,
nic,2/24/2022,rasuradora gillette permasharp ea,17,
nic,2/24/2022,kotex toalla nocturn,145,
nic,2/24/2022,shampoo loreal kids manzanilla ,131,0.26
nic,2/24/2022, pack crema ora dental complete ,115,0.07
nic,2/24/2022,pañueloeat value facial everyda   unidades,91,
nic,2/24/2022,shampoo elvive brillo sedosidad ,135,0.4
nic,2/24/2022,crema dent oral b stages hsm,77,0.1
nic,2/24/2022,acondic sedal rizos definidos,112,0.34
nic,2/24/2022,spray fungil fungicida para pies,85,0.06
nic,2/24/2022,doloneurobión xr tabletas recubiertas de liberación prolongada   unidades,27,
nic,2/24/2022,unguento vick vaporub,125,0.1
nic,2/24/2022,fungicida tph para pies locion,66,0.12
nic,2/24/2022,fungil fungicida para pies crema ,52,0.03
nic,2/24/2022,andifar extracto de malta jarabe ,117,0.25
nic,2/24/2022,tabcin efervescente adulto   unidades,62,
nic,2/24/2022,talco tph para pies bolsa,34,0.12
nic,2/24/2022,aspirina adulto   tabletas,31,
nic,2/24/2022,cápsulas vitaflenaco   unidades,73,
nic,2/24/2022,agua oxigenada lacofa ,36,0.12
nic,2/24/2022,vitamina c renuvit  mg,5,
nic,2/24/2022,algodon medimart plisado,27,0.05
nic,2/24/2022,óvulos canesten v vaginales   unidades,277,
nic,2/24/2022,lubricante vive sabor fresa ,88,0.12
nic,2/24/2022,crema zepol deportista muscular g,205,0.12
nic,2/24/2022,zepol infantil unguento,47,0.03
nic,2/24/2022,marcador acrilico superior blister unidades,30,
nic,2/24/2022,tape industrial transparente tesa basic x mts,95,
nic,2/24/2022,mina zebra . bl,27,
nic,2/24/2022,bolsa verdeande reutilizable,40,
nic,2/24/2022,fosforos suli de madera   cajitas,14,
nic,2/24/2022,fosforos el aguila   unidades,18,
nic,2/24/2022,espejos m colores x. exhibidor,329,
nic,2/24/2022,alfombra entrada ref ss,165,
nic,2/24/2022,durabrand ventilador de pie  pulg,1,
nic,2/24/2022,prensas de ropa plastica mainstays   piezas,60,
nic,2/24/2022,sarten mainstays negro  cm,225,
nic,2/24/2022,botella atomizador home pro  ,65,0.55
nic,2/24/2022,durabrand freidora de aire  litros,2,
nic,2/24/2022,almohada fibrasca visco super luna para fundas de xcm,499,
nic,2/24/2022,aceite ambar de soya,347,3.78
nic,2/24/2022,cafe molido segovia puro regular ,121,0.4
nic,2/24/2022,te gv de manzanilla ,24,0.02
nic,2/24/2022,salsaeat value para spaguetti ,92,0.68
nic,2/24/2022,cebada sasa bolsa ,33,0.4
nic,2/24/2022,frijol sabemasano rojo ,61,0.9
nic,2/24/2022,jalea callejas de guayaba ,27,0.1
nic,2/24/2022,avena quaker mosh hojuelas ,33,0.3
nic,2/24/2022,harina bollo fino de trigo ,20,0.45
nic,2/24/2022,mostazaeat value,38,0.4
nic,2/24/2022,azucar san antonio regular ,61,20.0
nic,2/24/2022,pasta roma tornillos ,21,0.2
nic,2/24/2022,galleta pozuelo canasta guayaba ,49,0.26
nic,2/24/2022,galleta marinela sponch fresa ,61,0.36
nic,2/24/2022,harina suli para pancake ,45,0.45
nic,2/24/2022,galleta pozuelo chiky chocolate ,69,0.48
nic,2/24/2022,jabon equate liquido para manos clear ,34,0.22
nic,2/24/2022,shampoo y acondicionador savile  en  sabilay miel ,107,0.55
nic,2/24/2022, pack desodorante rexona ap bamboo  y ,110,0.25
nic,2/24/2022,toalla sanitaria kotex esencial sin alas aloe   unidades,22,
nic,2/24/2022,desodorante bamboo barra rexona,59,0.05
nic,2/24/2022,jabon toc solenti rejuvenecer u g,63,0.44
nic,2/24/2022,rasuradora bic comfort twin  unidades,67,
nic,2/24/2022,equate esponja rectangular  x    unidad,65,
nic,2/24/2022,toalla saba confort s alas manz u,35,
nic,2/24/2022, pack jabon dove de tocador original ,76,0.18
nic,2/24/2022,acondicionador savile sabilay aguacate ,107,0.53
nic,2/24/2022,toalla sanitaria saba clasic s alas u,22,
nic,2/24/2022, pack jabón de tocador palmolive naturals fusión nutritiva almendra y omega    g,60,0.1
nic,2/24/2022,desodorante rexona clinical barra clasica pk g,112,0.05
nic,2/24/2022,jabón de tocador palmolive naturals mixto  g  pack,71,0.1
nic,2/24/2022,fungicida tph para unas ,64,0.03
nic,2/24/2022,unguento refriol mentol,90,0.12
nic,2/24/2022,pañal plenitud active plus g/xg   unidades,376,
nic,2/24/2022,toalla incont tena lady normal  unds,69,
nic,2/24/2022,colágeno hidrolizado garden house  sobres,66,
nic,2/24/2022,calcio immuvit rowe plus q  capsulas,17,
nic,2/24/2022,wellsensor glucometro  tiras reactivas,890,
nic,2/24/2022,nebulizador wellpro compresor adulto u  venta por caja,1,
nic,2/24/2022,"protector anatómico para incontinencia equate,ande,  piezas",440,
nic,2/24/2022,two pack lactibon femenino ,400,0.48
nic,2/24/2022,alcohol gel para manos equate doy pack ,69,0.25
nic,2/24/2022,eucerin bd crema accion intensiiva,360,0.04
nic,2/24/2022,canister vidrio mediano mainstays,85,
nic,2/24/2022,recipiente mainstays de vidrio con seguro ,65,0.31
nic,2/24/2022,canasta rectangular ( l) guateplast marfil ,100,
nic,2/24/2022,basurero uchosa con tapa buzon wm  lt,170,
nic,2/24/2022,baterías alcalina rayovac  aa   unidades,211,
nic,2/24/2022,mb cama tamano queen orthopremi p,12,
nic,2/24/2022,lavadora kg durabrand blanca digital t,11,
nic,2/24/2022,cama dorada pilow top matrimonial,7,
nic,2/24/2022,estante organizador mainstays  niveles,335,
nic,2/24/2022,plastilina baco con  barras de colores,18,
nic,2/24/2022,carbon mi vegetal carbon  kg,75,
nic,2/24/2022,block rayado escolar tamano carta  hojas,25,
nic,2/24/2022,durabrand freidora . litros,600,
nic,2/24/2022,goma liquida pritt blanca gr,50,0.11
nic,2/24/2022,arrocera durabrand antiadherent   tazas,879,
nic,2/24/2022,set clavos variedad  piezas,80,
nic,2/24/2022,galleta rellena de vainilla suli  g,21,0.25
nic,2/24/2022,aceituna manzanilla sin hueso x,46,0.2
nic,2/24/2022,salsa inglesa mccormick ,82,0.3
nic,2/24/2022,avena sasa en hojuela ,21,0.3
nic,2/24/2022,arroz / el faisan ,277,6.8
nic,2/24/2022,azucar monte rosa sulfitada ,298,10.0
nic,2/24/2022,maggi crema de tomate sobre g,17,0.08
nic,2/24/2022,salsa inglesa azteca ,40,0.34
nic,2/24/2022,frijol rojo entero blanditos ,54,0.91
nic,2/24/2022,galleta nabisco ritz  .gr,63,0.01
nic,2/24/2022,arroz sabemas   saco de ,447,10.0
nic,2/24/2022,hongo richly trozos ,61,0.18
nic,2/24/2022,galleta pozuelo crema rellena vainilla ,46,0.38
nic,2/24/2022,boquitas milpa real tostadas ,77,0.36
nic,2/24/2022,salsa kern's tomte ketchup doy pack ,35,0.4
nic,2/24/2022,galleta sanissimo chia linaza g,61,0.14
nic,2/24/2022,bumblee bee sardina en salsa,29,0.16
nic,2/24/2022,sopa criolla gallina con fideo maggi ,12,0.06
nic,2/24/2022,pasta dental colgate máxima protección anticaries ,80,0.15
nic,2/24/2022,shampoo palmolive naturals anticaída protección crecimiento ,113,0.75
nic,2/24/2022,enjuague bucal colgate total anti sarro ,289,0.5
nic,2/24/2022, pack cepillo dental colgate zigzag charcoal infusión de carbón,84,
nic,2/24/2022,pasta dental colgate luminous white brilliant ,91,0.08
nic,2/24/2022,jabon de tocador dk fresh energy,74,0.4
nic,2/24/2022,jabon tocador dk frutos y yogurt,74,0.4
nic,2/24/2022,panuelo facial kleenex gigante u,112,
nic,2/24/2022,desodor rexona barra men antb fresh,59,0.05
nic,2/24/2022,body wash equate spring fresh ,138,0.62
nic,2/24/2022,pasta dental ora d white brilliant fresh / g   unidades,144,0.1
nic,2/24/2022,desodorante rexona clinical dama ,135,0.05
nic,2/24/2022,enjuague equate bucal original ,120,1.5
nic,2/24/2022,desodorante rexona barra dama antibacterial ,59,0.05
nic,2/24/2022,shampoo head & shoulders protección caída con cafeína shampoo +ml,230,0.38
nic,2/24/2022,desodor rexona barra men sportfan,59,0.05
nic,2/24/2022,cepillo dent ora encias detox u,138,
nic,2/24/2022,pañal plenitud super plus g/xg   unidades,218,
nic,2/24/2022,pañal affective advancedande   unidades,305,
nic,2/24/2022,suplemento pediátrico parent´s choice sabor fresa  onzas,80,
nic,2/24/2022,alkaad   unidades,81,
nic,2/24/2022,pañal plenitud super plus p/m   unidades,210,
nic,2/24/2022,eucerin hyaluron filler crema,955,0.05
nic,2/24/2022,tena pants nocturno talla g  u,297,
nic,2/24/2022,eucerin sun fluido matifican fps+,420,0.05
nic,2/24/2022,eucerin sun kids,500,0.12
nic,2/24/2022,tena pants nocturno talla m  u,297,
nic,2/24/2022,toalla incontinencia equate regular un,142,
nic,2/24/2022,toalla incontinencia plenitud nocturno   unidades,98,
nic,2/24/2022,minitabs ciruelax comprimidos recub ea,106,
nic,2/24/2022,alitoz jarabe expectorante cereza ,85,0.12
nic,2/24/2022,alitoz jarabe expectorante miel ,85,0.12
nic,2/24/2022,slip tena nocturna talla m  unidades,347,
nic,2/24/2022,olla presion mainstays   lts,915,
nic,2/24/2022,basurero better homes&garde cromado redondo   lts,315,
nic,2/24/2022,frazada polar mainstays surtido x,495,
nic,2/24/2022,tumbler vino  mainstays,255,0.35
nic,2/24/2022,tortillera aluminio mediano,359,
nic,2/24/2022,taburete handi works plegable,280,
nic,2/24/2022,jar mediano aroma vainilla,99,
nic,2/24/2022,set  prensas acero mainstays,55,
nic,2/24/2022,atomizador guateplast naturalande  oz,70,
nic,2/24/2022,set  utensilios mainstays madera  unidad,125,
nic,2/24/2022,afilador de cuchillo ilko,159,
nic,2/24/2022,embudo guateplast natural ande,25,
nic,2/24/2022,little tree aromatizante vent wrap carro nuevo pack,135,
nic,2/24/2022,manga con dullas mainstays  unidad,60,
nic,2/24/2022,set de bowls mainstays para mezclar  unidad,139,
nic,2/24/2022,bateria rayovac alcalina aaa   unidades,212,
nic,2/24/2022,parrilla deluxe con rodos,5,
nic,2/24/2022,galleta pozuelo soda  unidades ,26,0.18
nic,2/24/2022,harina maiz el comal ,181,4.55
nic,2/24/2022,galleta pozuelo soda especias naturales paquete  unidades ,31,0.18
nic,2/24/2022,mayonesa mayoliva light ,49,0.2
nic,2/24/2022,azucar sulfitadaanel  ,14,49.9
nic,2/24/2022,chicharron yummies rancho auntenticos ,60,0.1
nic,2/24/2022,maggi consomé de pollo  sobres de g,13,0.01
nic,2/24/2022,crema dulce dos pinos  ,50,0.25
nic,2/24/2022,pasta roma canelon ,38,0.25
nic,2/24/2022,leche veritos pinolillo bolsa ,29,0.4
nic,2/24/2022,aceite canolaeat value spray ,82,0.23
nic,2/24/2022,aceitunas sasson rellenas ,63,0.1
nic,2/24/2022,maggi sopa criolla de costilla de res sobre g,12,0.06
nic,2/24/2022,petit pois herdez en lata ,56,0.21
nic,2/24/2022,aceiteeat value soya ,317,3.5
nic,2/24/2022,toalla saba sanitaria ultradelgadas con alas   unidades,69,
nic,2/24/2022, pack desodorante dove dama dermoaclarant ,127,0.1
nic,2/24/2022,shampoo pantene prov control caída  lt,343,
nic,2/24/2022,jabon olimpo liquido kids fresa doy pack ,39,0.45
nic,2/24/2022,shampoo loreal kids smoothie de fresa cremosa ,131,0.26
nic,2/24/2022,toalla sanitaria saba teens larga   unidades,35,
nic,2/24/2022, pack jabón de tocador equate surtido ,51,0.44
nic,2/24/2022,toalla saba teens nocturna  ea,40,
nic,2/24/2022,acondic dove recuperacion extrema,162,0.4
nic,2/24/2022,deo nivea roll fem aclara beaut tou,65,0.05
nic,2/24/2022,protector saba diarios manzanilla und,159,
nic,2/24/2022,desodorante lady speed stick derma + aclarado perla barra  g,58,0.04
nic,2/24/2022,gel antibacterial lysol envase ,99,0.05
nic,2/24/2022, pack jabón de tocador antibacterial protex nutri protect omega  de  g,63,0.11
nic,2/24/2022,cepillo dental colgate kids tandy,30,
nic,2/24/2022,deo nivea spray men blackywh power,105,0.15
nic,2/24/2022,desodorante gillett cool wave power g,134,0.08
nic,2/24/2022,nebulizador buho celeste,1,
nic,2/24/2022,pañal plenitud protect g/xg   unidades,500,
nic,2/24/2022,eucerin dermopure exfoliante,425,0.1
nic,2/24/2022,eucerin urea al % locion liquida,600,0.25
nic,2/24/2022,affective advanced mediano   unidades,285,
nic,2/24/2022,complemento alimenticio glucerna tc vanilla ,695,0.4
nic,2/24/2022,pants tena desechable mediano  unds,327,
nic,2/24/2022,complemento alimenticio pediasure fresa ,100,0.24
nic,2/24/2022,tena pants talla g ,327,
nic,2/24/2022,complemento alimenticio pediasure vainilla ,530,0.4
nic,2/24/2022,complemento alimenticio pediasure chocolate ,99,0.24
nic,2/24/2022,complemento alimenticio pediasure vanilla ,100,0.24
nic,2/24/2022,irs infasa gotas frasco ,106,0.02
nic,2/24/2022,spray dermalcol ceguel,40,0.12
nic,2/24/2022,neuro fortan infasa jarabe niños,132,0.24
nic,2/24/2022,inhalador zepol nasal,58,0.0
nic,2/24/2022,panal tena adulto slipande aloe u,387,
nic,2/24/2022,closet organizador mainstays  unidad,2,
nic,2/24/2022,escurridor de platosis calido,355,
nic,2/24/2022,horno microondas oster . pies cubicos /  litros mecanico perilla frente negro cuerpo blanco,2,
nic,2/24/2022,"librera mainstays,  divisiones,  x .x . cm, msd",1,
nic,2/24/2022,kingkoil cama matrimonial ee bts,11,
nic,2/24/2022,mesa resina individual mainstays plegable,899,
nic,2/24/2022,refrigeradora no frost oster  litros  pies cubicos black inox  puertas luz led manija escondida dispensador de agua bandejas de vidrio templad,18,
nic,2/24/2022,pegamento blanco superioroz,17,0.12
nic,2/24/2022,cuaderno conquistador engrapado de cuadritos hojas,20,
nic,2/24/2022,crayon stabilo oil pastel  unidades,60,
nic,2/24/2022,mainstays comal cm,229,
nic,2/24/2022,block de construccion sysabe hojas,90,
nic,2/24/2022,vajilla de porcelana mainstays  piezas,890,
nic,2/24/2022,congelador horizontal oster  litros  pies cubicos canasta alambron contro mecanico interior blanco triple funcion congela enfria y mantiene,10,
nic,2/24/2022,recipiente de vid c seguro mainstays gde,140,
nic,2/24/2022,estanteria plastica  tier b,2,
nic,2/24/2022,boquita yummies zambos chile limon ,47,0.14
nic,2/24/2022,azucar san antonio regular,301,10.0
nic,2/24/2022,tajadas laanja de platano ,67,0.3
nic,2/24/2022,maiz para palomitas sol maya ,54,0.4
nic,2/24/2022,boquitas diana churritos sabr queso,26,0.1
nic,2/24/2022,maggi crema de hongos sobre g,17,0.06
nic,2/24/2022,nesquik + cheerios + trix cereal  pack,135,
nic,2/24/2022,mayonesa hellmanns pura doy pack ,74,0.4
nic,2/24/2022, pack papas pringles muelitas original ,190,0.23
nic,2/24/2022,mayonesaeat value light ,73,0.89
nic,2/24/2022,harina maseca enchilada c consume ,37,0.45
nic,2/24/2022,vegetales mixtos herdez lata,36,0.22
nic,2/24/2022,salsa dona coco inglesa ,71,0.75
nic,2/24/2022,champiñones sabemas rebanados ,39,0.18
nic,2/24/2022,tortilla diana de maiz jalapeños ,27,0.16
nic,2/24/2022,sal sol dorada en bote ,29,0.5
nic,2/24/2022,arroz carolinaano entero / ,17,0.4
nic,2/24/2022,enjuague bucal colgate plax ice  l,310,
nic,2/24/2022, pack cepillo dental colgate ° designer handles,140,
nic,2/24/2022,cepillo dental colgate orthogard,136,
nic,2/24/2022,tinte igora vital  rubio,195,0.05
nic,2/24/2022,shampoo acondicionador head and shoulder coco,304,0.38
nic,2/24/2022,shampoo sedal cocoml y acondiml pk,112,0.34
nic,2/24/2022,jabon dove leche de coco pck,186,0.09
nic,2/24/2022,shampoo tresemme infusion keratina ,235,0.75
nic,2/24/2022,savile acondicionador biotina xml,107,0.53
nic,2/24/2022,dove desod pk clean,127,
nic,2/24/2022,acondicionador tresemme detox ,235,0.75
nic,2/24/2022,shampoo head & shoulders limpieza renovadora ,51,0.09
nic,2/24/2022,shampoo elvive oleo extraordinario ,147,0.4
nic,2/24/2022,"ropa interior protectora de incontinencia member's mark,ande,  piezas",670,
nic,2/24/2022,emulsion scott`s oral cherry xml,358,0.4
nic,2/24/2022,alka gastric   tabletas,54,
nic,2/24/2022,pañales affective activoande   unidades,505,
nic,2/24/2022,comp enterex dbt diabetico vainill,112,0.24
nic,2/24/2022,crema canesten triple acción tópica ,153,0.02
nic,2/24/2022,aspirina ni§os  tabletas,29,
nic,2/24/2022,tabcinipe y tos efervescente   tabletas,71,
nic,2/24/2022,ultra doceplex mega man+  tabletas,355,
nic,2/24/2022,panal slip desechable tenaande  uni,630,
nic,2/24/2022,pastilla aspirina forte   tabletas,55,
nic,2/24/2022,panal depend plenitud classic m ea,182,
nic,2/24/2022,plenitud classic g  panales,182,
nic,2/24/2022,panal slip desechable tena mediano ea,387,
nic,2/24/2022,dorival  mg   tabletas,55,
nic,2/24/2022,tabcinipe y tos   liquid gel,119,
nic,2/24/2022,sildenafil c mg x tab,16,
nic,2/24/2022,crayon jumbo crayola de cera   unidades,130,
nic,2/24/2022,boligrafo bic fashion   unidades,70,
nic,2/24/2022,black a decker cafetera filtro perm  tz,1,
nic,2/24/2022,set de baño mainstays cerámica blanco pzs,255,
nic,2/24/2022,spray solenti antibacterial,57,0.06
nic,2/24/2022,exprimidor p ajo mainstays,79,
nic,2/24/2022,zapatera mainstays  niveles blanca  unidad,469,
nic,2/24/2022, pack almohada home design,345,
nic,2/24/2022,plancha durabrand vapor antiadherente,579,
nic,2/24/2022,set de perchas de metal pz,155,
nic,2/24/2022,plancha black & decker a vapor true glid,730,
nic,2/24/2022,basurero guateplast swingande oceano  lt,615,
nic,2/24/2022,set tazas medido mainstays  unidad,60,
nic,2/24/2022,caja organizadora home pro con cierre  lt,270,
